Flow ID,Flow Name,Number of Executions
8700,sklearn.svm.classes.SVC,0
8701,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,estimator=sklearn.svm.classes.SVC)",0
8702,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,scaler=sklearn.preprocessing.data.StandardScaler,estimator=sklearn.svm.classes.SVC)",0
8704,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,Categorial=sklearn.preprocessing.data.OneHotEncoder,scaler=sklearn.preprocessing.data.StandardScaler,estimator=sklearn.svm.classes.SVC)",0
8709,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,Categorial=sklearn.preprocessing.data.OneHotEncoder,scaler=sklearn.preprocessing.data.StandardScaler,estimator=sklearn.svm.classes.SVC)",0
8711,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,scaler=sklearn.preprocessing.data.StandardScaler,estimator=sklearn.svm.classes.SVC)",0
8729,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,Categorial=sklearn.preprocessing.data.OneHotEncoder,estimator=sklearn.svm.classes.SVC)",0
8731,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,estimator=sklearn.svm.classes.SVC)",0
8746,"skopt.searchcv.BayesSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,scaling=sklearn.preprocessing.data.StandardScaler,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.svm.classes.SVC))",0
8785,sklearn.svm.classes.SVC,0
8814,"sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(numeric=sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,standardscaler=sklearn.preprocessing.data.StandardScaler),nominal=sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),svc=sklearn.svm.classes.SVC)",0
8817,"sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(numeric=sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,standardscaler=sklearn.preprocessing.data.StandardScaler),nominal=sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,svc=sklearn.svm.classes.SVC)",247434
8818,"sklearn.pipeline.Pipeline(imputation=hyperimp.utils.preprocessing.ConditionalImputer2,hotencoding=sklearn.preprocessing.data.OneHotEncoder,scaling=sklearn.preprocessing.data.StandardScaler,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,clf=sklearn.svm.classes.SVC)",0
8823,"sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(numeric=sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,standardscaler=sklearn.preprocessing.data.StandardScaler),nominal=sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,svc=sklearn.svm.classes.SVC))",0
8872,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,estimator=sklearn.svm.classes.SVC)",1
8873,sklearn.svm.classes.SVC,0
8880,"sklearn.pipeline.Pipeline(imputer=sklearn.impute.SimpleImputer,estimator=sklearn.svm.classes.SVC)",223
8909,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,Categorial=sklearn.preprocessing._encoders.OneHotEncoder,estimator=sklearn.svm.classes.SVC)",0
8911,sklearn.svm.classes.SVC,0
8912,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,Categorial=sklearn.preprocessing.data.OneHotEncoder,estimator=sklearn.svm.classes.SVC)",0
8913,sklearn.svm.classes.SVC,0
8914,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,estimator=sklearn.svm.classes.SVC)",0
8915,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,scaler=sklearn.preprocessing.data.StandardScaler,estimator=sklearn.svm.classes.SVC)",0
8916,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,Categorial=sklearn.preprocessing.data.OneHotEncoder,scaler=sklearn.preprocessing.data.StandardScaler,estimator=sklearn.svm.classes.SVC)",0
8939,"sklearn.pipeline.Pipeline(imputer=sklearn.impute.SimpleImputer,estimator=scripts.machineLearningAlgorithms.WithoutOutliersClassifier(classifier=sklearn.svm.classes.SVC,outlierCLF=sklearn.ensemble.iforest.IsolationForest))",37
8940,"scripts.machineLearningAlgorithms.WithoutOutliersClassifier(classifier=sklearn.svm.classes.SVC,outlierCLF=sklearn.ensemble.iforest.IsolationForest)",0
9587,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,svc=sklearn.svm.classes.SVC)",0
9589,"sklearn.pipeline.Pipeline(imputer=sklearn.impute.SimpleImputer,hotencoding=sklearn.preprocessing._encoders.OneHotEncoder,scaling=sklearn.preprocessing.data.StandardScaler,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.svm.classes.SVC)",0
9598,sklearn.svm.classes.SVC,1
9660,sklearn.svm.classes.SVC,1
9661,"sklearn.model_selection._search.GridSearchCV(estimator=sklearn.pipeline.Pipeline(scaler=sklearn.preprocessing.data.MinMaxScaler,svm=sklearn.svm.classes.SVC))",1
9662,"sklearn.pipeline.Pipeline(scaler=sklearn.preprocessing.data.MinMaxScaler,svm=sklearn.svm.classes.SVC)",0
9664,sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.svm.classes.SVC),1
9665,sklearn.svm.classes.SVC,0
9672,"sklearn.pipeline.Pipeline(kbest=sklearn.feature_selection.univariate_selection.SelectKBest,scaler=sklearn.preprocessing.data.StandardScaler,classifier=sklearn.svm.classes.SVC)",1
9676,"sklearn.model_selection._search.GridSearchCV(estimator=sklearn.pipeline.Pipeline(scaler=sklearn.preprocessing.data.MinMaxScaler,imputer=sklearn.impute.SimpleImputer,svm=sklearn.svm.classes.SVC))",1
9677,"sklearn.pipeline.Pipeline(scaler=sklearn.preprocessing.data.MinMaxScaler,imputer=sklearn.impute.SimpleImputer,svm=sklearn.svm.classes.SVC)",0
9684,"sklearn.pipeline.Pipeline(col_trans1=sklearn.compose._column_transformer.ColumnTransformer(norm1=sklearn.impute.SimpleImputer,scaler=sklearn.preprocessing.data.StandardScaler),svc=sklearn.svm.classes.SVC)",1
10754,sklearn.svm.classes.SVC,0
11040,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,Categorial=sklearn.preprocessing.data.OneHotEncoder,scaler=sklearn.preprocessing.data.StandardScaler,estimator=sklearn.svm.classes.SVC)",0
11042,sklearn.svm.classes.SVC,0
11043,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,scaler=sklearn.preprocessing.data.StandardScaler,estimator=sklearn.svm.classes.SVC)",0
13389,sklearn.svm.classes.SVC,55
16345,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,svc=sklearn.svm.classes.SVC)",76281
16347,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder,svc=sklearn.svm.classes.SVC)",12377
16353,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,columntransformer=sklearn.compose._column_transformer.ColumnTransformer(num=sklearn.pipeline.Pipeline(scaler=sklearn.preprocessing.data.StandardScaler),cat=sklearn.pipeline.Pipeline(onehot=sklearn.preprocessing._encoders.OneHotEncoder)),svc=sklearn.svm.classes.SVC)",2
16357,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,svc=sklearn.svm.classes.SVC)",167
16360,sklearn.svm.classes.SVC,17317
16361,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,columntransformer=sklearn.compose._column_transformer.ColumnTransformer(num=sklearn.pipeline.Pipeline(scaler=sklearn.preprocessing.data.StandardScaler),cat=sklearn.pipeline.Pipeline(onehot=sklearn.preprocessing._encoders.OneHotEncoder)),svc=sklearn.svm.classes.SVC)",1
16366,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder,svc=sklearn.svm.classes.SVC)",967
16367,"sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(num=sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,standardscaler=sklearn.preprocessing.data.StandardScaler),cat=sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),svc=sklearn.svm.classes.SVC)",1
16371,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,columntransformer=sklearn.compose._column_transformer.ColumnTransformer(num=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler),cat=sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),svc=sklearn.svm.classes.SVC)",16
16374,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,columntransformer=sklearn.compose._column_transformer.ColumnTransformer(num=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler),cat=sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),svc=sklearn.svm.classes.SVC)",6877
16378,"sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(num=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler),cat=sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),svc=sklearn.svm.classes.SVC)",7
16379,"sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,svc=sklearn.svm.classes.SVC)",6
17274,sklearn.pipeline.Pipeline(svc=sklearn.svm.classes.SVC),5
17275,"sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(standardscaler=sklearn.preprocessing.data.StandardScaler,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder),svc=sklearn.svm.classes.SVC)",4
17280,"sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(num=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler),cat=sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),svc=sklearn.svm.classes.SVC)",2
17286,sklearn.svm.classes.SVC,0
17296,sklearn.svm.classes.SVC,0
17297,sklearn.svm.classes.SVC,219
17312,"sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(numeric=sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,standardscaler=sklearn.preprocessing.data.StandardScaler),nominal=sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,svc=sklearn.svm.classes.SVC)",161
17336,sklearn.svm.classes.SVC,1
17337,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,columntransformer=sklearn.compose._column_transformer.ColumnTransformer(num=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler),cat=sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),svc=sklearn.svm.classes.SVC)",2
17344,sklearn.pipeline.Pipeline(svc=sklearn.svm.classes.SVC),2
17345,sklearn.svm.classes.SVC,0
17351,"sklearn.pipeline.Pipeline(imputation=sklearn.impute._base.SimpleImputer,variancethreshold=sklearn.feature_selection._variance_threshold.VarianceThreshold,classifier=sklearn.svm._classes.SVC)",0
17354,sklearn.svm._classes.SVC,0
17355,"sklearn.pipeline.Pipeline(imputation=sklearn.impute._base.SimpleImputer,classifier=sklearn.svm._classes.SVC)",0
17393,"sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(num=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler),cat=sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),svc=sklearn.svm.classes.SVC)",0
17399,sklearn.svm.classes.SVC,0
17400,"sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,svc=sklearn.svm.classes.SVC)",0
17444,"sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(numeric=sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,standardscaler=sklearn.preprocessing.data.StandardScaler),nominal=sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,svc=sklearn.svm.classes.SVC)",62
17445,sklearn.svm.classes.SVC,0
17447,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,svc=sklearn.svm.classes.SVC)",6
17449,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder,svc=sklearn.svm.classes.SVC)",1
17494,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,svc=sklearn.svm.classes.SVC)",558
17495,sklearn.svm.classes.SVC,0
17610,sklearn.svm._classes.SVC,1
17611,"sklearn.pipeline.Pipeline(step1=sklearn.impute._base.SimpleImputer,step2=sklearn.svm._classes.SVC)",1
17632,"sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing._data.StandardScaler,svc=sklearn.svm._classes.SVC)",3
17634,"sklearn.calibration.CalibratedClassifierCV(base_estimator=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing._data.StandardScaler,svc=sklearn.svm._classes.SVC))",1
17635,"sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing._data.StandardScaler,svc=sklearn.svm._classes.SVC)",21
17637,sklearn.svm._classes.SVC,0
17638,"sklearn.calibration.CalibratedClassifierCV(base_estimator=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing._data.StandardScaler,svc=sklearn.svm._classes.SVC))",21
17639,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,standardscaler=sklearn.preprocessing._data.StandardScaler,svc=sklearn.svm._classes.SVC)",1
17640,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,standardscaler=sklearn.preprocessing._data.StandardScaler,svc=sklearn.svm._classes.SVC)",66
17642,"sklearn.calibration.CalibratedClassifierCV(base_estimator=sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,standardscaler=sklearn.preprocessing._data.StandardScaler,svc=sklearn.svm._classes.SVC))",66
17690,sklearn.svm.classes.SVC,0
17706,sklearn.pipeline.Pipeline(step_0=sklearn.svm._classes.SVC),68
17707,sklearn.svm._classes.SVC,1
17712,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.svm._classes.SVC)",36
17713,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.svm._classes.SVC)",39
17733,"sklearn.pipeline.Pipeline(step_0=sklearn.decomposition._factor_analysis.FactorAnalysis,step_1=sklearn.svm._classes.SVC)",32
17764,"sklearn.pipeline.Pipeline(step_0=sklearn.preprocessing._data.QuantileTransformer,step_1=sklearn.svm._classes.SVC)",18
17772,"sklearn.pipeline.Pipeline(step_0=sklearn.preprocessing._data.Normalizer,step_1=sklearn.svm._classes.SVC)",18
17773,"sklearn.pipeline.Pipeline(step_0=sklearn.decomposition._truncated_svd.TruncatedSVD,step_1=sklearn.svm._classes.SVC)",34
17782,"sklearn.pipeline.Pipeline(step_0=sklearn.decomposition._pca.PCA,step_1=sklearn.svm._classes.SVC)",24
17788,"sklearn.pipeline.Pipeline(step_0=sklearn.preprocessing._data.StandardScaler,step_1=sklearn.svm._classes.SVC)",13
17807,"sklearn.pipeline.Pipeline(step_0=sklearn.preprocessing._data.MinMaxScaler,step_1=sklearn.svm._classes.SVC)",9
17815,"sklearn.pipeline.Pipeline(step_0=sklearn.preprocessing._data.PolynomialFeatures,step_1=sklearn.svm._classes.SVC)",9
17819,"sklearn.pipeline.Pipeline(step_0=sklearn.preprocessing._discretization.KBinsDiscretizer,step_1=sklearn.svm._classes.SVC)",16
17835,"sklearn.pipeline.Pipeline(step_0=sklearn.preprocessing._data.MaxAbsScaler,step_1=sklearn.svm._classes.SVC)",13
17838,"sklearn.pipeline.Pipeline(step_0=sklearn.decomposition._kernel_pca.KernelPCA,step_1=sklearn.svm._classes.SVC)",8
17842,"sklearn.pipeline.Pipeline(step_0=sklearn.cluster._agglomerative.FeatureAgglomeration,step_1=sklearn.svm._classes.SVC)",16
17848,"sklearn.pipeline.Pipeline(step_0=automl.components.data_preprocessing.imputation.ImputationComponent,step_1=sklearn.svm._classes.SVC)",15
17849,"sklearn.pipeline.Pipeline(step_0=sklearn.feature_selection._univariate_selection.GenericUnivariateSelect,step_1=sklearn.svm._classes.SVC)",5
17851,"sklearn.pipeline.Pipeline(step_0=sklearn.decomposition._fastica.FastICA,step_1=sklearn.svm._classes.SVC)",13
17859,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._knn.KNNImputer,step_1=sklearn.svm._classes.SVC)",22
17860,"sklearn.pipeline.Pipeline(step_0=sklearn.feature_selection._variance_threshold.VarianceThreshold,step_1=sklearn.svm._classes.SVC)",7
17862,"sklearn.pipeline.Pipeline(step_0=sklearn.feature_selection._univariate_selection.SelectPercentile,step_1=sklearn.svm._classes.SVC)",5
17866,"sklearn.pipeline.Pipeline(step_0=sklearn.preprocessing._data.RobustScaler,step_1=sklearn.svm._classes.SVC)",24
17997,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.decomposition._pca.PCA,step_2=sklearn.svm._classes.SVC)",9
18001,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.decomposition._fastica.FastICA,step_2=sklearn.svm._classes.SVC)",5
18005,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.preprocessing._data.StandardScaler,step_2=sklearn.svm._classes.SVC)",5
18009,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.feature_selection._univariate_selection.SelectPercentile,step_2=sklearn.svm._classes.SVC)",5
18042,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.cluster._agglomerative.FeatureAgglomeration,step_2=sklearn.svm._classes.SVC)",7
18045,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.decomposition._truncated_svd.TruncatedSVD,step_2=sklearn.svm._classes.SVC)",6
18047,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.preprocessing._data.MaxAbsScaler,step_2=sklearn.svm._classes.SVC)",5
18049,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.preprocessing._data.MinMaxScaler,step_2=sklearn.svm._classes.SVC)",2
18050,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.cluster._agglomerative.FeatureAgglomeration,step_2=sklearn.svm._classes.SVC)",4
18058,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.preprocessing._data.Binarizer,step_2=sklearn.svm._classes.SVC)",3
18060,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.preprocessing._data.QuantileTransformer,step_2=sklearn.svm._classes.SVC)",1
18077,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=automl.components.data_preprocessing.imputation.ImputationComponent,step_2=sklearn.svm._classes.SVC)",5
18078,"sklearn.pipeline.Pipeline(step_0=automl.components.data_preprocessing.imputation.ImputationComponent,step_1=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_2=sklearn.svm._classes.SVC)",7
18079,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.impute._knn.KNNImputer,step_2=sklearn.svm._classes.SVC)",5
18080,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_2=sklearn.svm._classes.SVC)",3
18081,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.feature_selection._variance_threshold.VarianceThreshold,step_2=sklearn.svm._classes.SVC)",4
18082,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.preprocessing._data.StandardScaler,step_2=sklearn.svm._classes.SVC)",3
18098,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.preprocessing._data.Normalizer,step_2=sklearn.svm._classes.SVC)",3
18118,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.preprocessing._data.Binarizer,step_2=sklearn.svm._classes.SVC)",9
18121,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.feature_selection._univariate_selection.SelectPercentile,step_2=sklearn.svm._classes.SVC)",3
18122,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.feature_selection._univariate_selection.GenericUnivariateSelect,step_2=sklearn.svm._classes.SVC)",1
18126,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.preprocessing._discretization.KBinsDiscretizer,step_2=sklearn.svm._classes.SVC)",4
18131,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.decomposition._fastica.FastICA,step_2=sklearn.svm._classes.SVC)",8
18133,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.decomposition._factor_analysis.FactorAnalysis,step_2=sklearn.svm._classes.SVC)",4
18138,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.preprocessing._data.MinMaxScaler,step_2=sklearn.svm._classes.SVC)",2
18153,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=automl.components.data_preprocessing.imputation.ImputationComponent,step_2=sklearn.svm._classes.SVC)",3
18156,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.feature_selection._variance_threshold.VarianceThreshold,step_2=sklearn.svm._classes.SVC)",3
18157,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_2=sklearn.svm._classes.SVC)",3
18158,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.impute._knn.KNNImputer,step_2=sklearn.svm._classes.SVC)",6
18159,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.preprocessing._data.RobustScaler,step_2=sklearn.svm._classes.SVC)",5
18164,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.decomposition._factor_analysis.FactorAnalysis,step_2=sklearn.svm._classes.SVC)",12
18188,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.decomposition._kernel_pca.KernelPCA,step_2=sklearn.svm._classes.SVC)",5
18196,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.preprocessing._data.MaxAbsScaler,step_2=sklearn.svm._classes.SVC)",6
18213,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.decomposition._kernel_pca.KernelPCA,step_2=sklearn.svm._classes.SVC)",1
18236,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.preprocessing._data.Normalizer,step_2=sklearn.svm._classes.SVC)",3
18244,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.preprocessing._data.QuantileTransformer,step_2=sklearn.svm._classes.SVC)",6
18252,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.preprocessing._discretization.KBinsDiscretizer,step_2=sklearn.svm._classes.SVC)",2
18281,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.feature_selection._univariate_selection.GenericUnivariateSelect,step_2=sklearn.svm._classes.SVC)",1
