,Flow Name
2155,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MMS=sklearn.preprocessing.data.MinMaxScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,GNB=sklearn.naive_bayes.GaussianNB)"
2156,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MAS=sklearn.preprocessing.data.MaxAbsScaler,NYS=sklearn.kernel_approximation.Nystroem,GNB=sklearn.naive_bayes.GaussianNB)"
2158,"sklearn.pipeline.Pipeline(PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2160,"sklearn.pipeline.Pipeline(SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,CART=sklearn.tree.tree.DecisionTreeClassifier)"
2161,"sklearn.pipeline.Pipeline(PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,RBF=sklearn.kernel_approximation.RBFSampler,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2162,"sklearn.pipeline.Pipeline(PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,NYS=sklearn.kernel_approximation.Nystroem,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2163,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,NYS=sklearn.kernel_approximation.Nystroem,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2164,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,NYS=sklearn.kernel_approximation.Nystroem,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2165,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,NOR=sklearn.preprocessing.data.Normalizer,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2166,"sklearn.pipeline.Pipeline(PLY=sklearn.preprocessing.data.PolynomialFeatures,NOR=sklearn.preprocessing.data.Normalizer,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2167,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,RBS=sklearn.preprocessing.data.RobustScaler,NYS=sklearn.kernel_approximation.Nystroem,LGR=sklearn.linear_model.logistic.LogisticRegression)"
2168,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,NOR=sklearn.preprocessing.data.Normalizer,PCA=sklearn.decomposition.pca.PCA,RBF=sklearn.kernel_approximation.RBFSampler,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2169,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,NOR=sklearn.preprocessing.data.Normalizer,RBF=sklearn.kernel_approximation.RBFSampler,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2170,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,NOR=sklearn.preprocessing.data.Normalizer,PCA=sklearn.decomposition.pca.PCA,RBF=sklearn.kernel_approximation.RBFSampler,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2171,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,RBS=sklearn.preprocessing.data.RobustScaler,NYS=sklearn.kernel_approximation.Nystroem,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2172,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,NOR=sklearn.preprocessing.data.Normalizer,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2174,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2175,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,NYS=sklearn.kernel_approximation.Nystroem,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2178,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,NOR=sklearn.preprocessing.data.Normalizer,NYS=sklearn.kernel_approximation.Nystroem,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2180,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,SCL=sklearn.preprocessing.data.StandardScaler,NYS=sklearn.kernel_approximation.Nystroem,LSV=sklearn.svm.classes.LinearSVC)"
2181,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,NYS=sklearn.kernel_approximation.Nystroem,LSV=sklearn.svm.classes.LinearSVC)"
2182,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,SCL=sklearn.preprocessing.data.StandardScaler,BNB=sklearn.naive_bayes.BernoulliNB)"
2183,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,NYS=sklearn.kernel_approximation.Nystroem,LSV=sklearn.svm.classes.LinearSVC)"
2184,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,LGR=sklearn.linear_model.logistic.LogisticRegression)"
2187,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,NOR=sklearn.preprocessing.data.Normalizer,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2188,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,SCL=sklearn.preprocessing.data.StandardScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,BNB=sklearn.naive_bayes.BernoulliNB)"
2191,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,YJH=sklearn.preprocessing.data.PowerTransformer,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,NYS=sklearn.kernel_approximation.Nystroem,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2192,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,SCL=sklearn.preprocessing.data.StandardScaler,GNB=sklearn.naive_bayes.GaussianNB)"
2193,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,YJH=sklearn.preprocessing.data.PowerTransformer,NYS=sklearn.kernel_approximation.Nystroem,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2194,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,BXC=sklearn.preprocessing.data.PowerTransformer,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,LSV=sklearn.svm.classes.LinearSVC)"
2195,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,SCL=sklearn.preprocessing.data.StandardScaler,NYS=sklearn.kernel_approximation.Nystroem,GNB=sklearn.naive_bayes.GaussianNB)"
2196,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,NYS=sklearn.kernel_approximation.Nystroem,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2197,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,NYS=sklearn.kernel_approximation.Nystroem,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2198,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MAS=sklearn.preprocessing.data.MaxAbsScaler,NYS=sklearn.kernel_approximation.Nystroem,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2202,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,RBF=sklearn.kernel_approximation.RBFSampler,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2203,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,RBF=sklearn.kernel_approximation.RBFSampler,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2206,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,LSV=sklearn.svm.classes.LinearSVC)"
2207,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,RBS=sklearn.preprocessing.data.RobustScaler,NYS=sklearn.kernel_approximation.Nystroem,LSV=sklearn.svm.classes.LinearSVC)"
2208,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,EXT=sklearn.tree.tree.ExtraTreeClassifier)"
2209,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,RBS=sklearn.preprocessing.data.RobustScaler,NYS=sklearn.kernel_approximation.Nystroem,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2211,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,NYS=sklearn.kernel_approximation.Nystroem,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2212,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,NOR=sklearn.preprocessing.data.Normalizer,NYS=sklearn.kernel_approximation.Nystroem,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2213,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,NOR=sklearn.preprocessing.data.Normalizer,NYS=sklearn.kernel_approximation.Nystroem,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2214,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,NYS=sklearn.kernel_approximation.Nystroem,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2215,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,LGR=sklearn.linear_model.logistic.LogisticRegression)"
2216,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MAS=sklearn.preprocessing.data.MaxAbsScaler,NYS=sklearn.kernel_approximation.Nystroem,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2218,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,BIN=sklearn.preprocessing.data.Binarizer,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,EXT=sklearn.tree.tree.ExtraTreeClassifier)"
2219,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MAS=sklearn.preprocessing.data.MaxAbsScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,CART=sklearn.tree.tree.DecisionTreeClassifier)"
2220,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,BIN=sklearn.preprocessing.data.Binarizer,NYS=sklearn.kernel_approximation.Nystroem,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2221,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,BIN=sklearn.preprocessing.data.Binarizer,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,RBF=sklearn.kernel_approximation.RBFSampler,EXT=sklearn.tree.tree.ExtraTreeClassifier)"
2222,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,BIN=sklearn.preprocessing.data.Binarizer,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,CART=sklearn.tree.tree.DecisionTreeClassifier)"
2223,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,BIN=sklearn.preprocessing.data.Binarizer,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,EXT=sklearn.tree.tree.ExtraTreeClassifier)"
2224,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,BIN=sklearn.preprocessing.data.Binarizer,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,RBF=sklearn.kernel_approximation.RBFSampler,EXT=sklearn.tree.tree.ExtraTreeClassifier)"
2225,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MAS=sklearn.preprocessing.data.MaxAbsScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,EXT=sklearn.tree.tree.ExtraTreeClassifier)"
2226,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,BIN=sklearn.preprocessing.data.Binarizer,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,CART=sklearn.tree.tree.DecisionTreeClassifier)"
2227,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MAS=sklearn.preprocessing.data.MaxAbsScaler,NYS=sklearn.kernel_approximation.Nystroem,LSV=sklearn.svm.classes.LinearSVC)"
2228,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2229,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,NYS=sklearn.kernel_approximation.Nystroem,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2230,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,LSV=sklearn.svm.classes.LinearSVC)"
2231,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,NYS=sklearn.kernel_approximation.Nystroem,LSV=sklearn.svm.classes.LinearSVC)"
2232,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2233,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,LSV=sklearn.svm.classes.LinearSVC)"
2234,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,RBS=sklearn.preprocessing.data.RobustScaler,PCA=sklearn.decomposition.pca.PCA,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2236,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MMS=sklearn.preprocessing.data.MinMaxScaler,PCA=sklearn.decomposition.pca.PCA,LSV=sklearn.svm.classes.LinearSVC)"
2237,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,SCL=sklearn.preprocessing.data.StandardScaler,PCA=sklearn.decomposition.pca.PCA,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2238,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,RBS=sklearn.preprocessing.data.RobustScaler,FIC=sklearn.decomposition.fastica_.FastICA,LSV=sklearn.svm.classes.LinearSVC)"
2239,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MMS=sklearn.preprocessing.data.MinMaxScaler,FIC=sklearn.decomposition.fastica_.FastICA,RBF=sklearn.kernel_approximation.RBFSampler,LSV=sklearn.svm.classes.LinearSVC)"
2240,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MMS=sklearn.preprocessing.data.MinMaxScaler,FIC=sklearn.decomposition.fastica_.FastICA,LSV=sklearn.svm.classes.LinearSVC)"
2241,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,SCL=sklearn.preprocessing.data.StandardScaler,FIC=sklearn.decomposition.fastica_.FastICA,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2242,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MMS=sklearn.preprocessing.data.MinMaxScaler,PCA=sklearn.decomposition.pca.PCA,NYS=sklearn.kernel_approximation.Nystroem,LSV=sklearn.svm.classes.LinearSVC)"
2243,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MAS=sklearn.preprocessing.data.MaxAbsScaler,PCA=sklearn.decomposition.pca.PCA,LSV=sklearn.svm.classes.LinearSVC)"
2244,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MAS=sklearn.preprocessing.data.MaxAbsScaler,FIC=sklearn.decomposition.fastica_.FastICA,RBF=sklearn.kernel_approximation.RBFSampler,LSV=sklearn.svm.classes.LinearSVC)"
2245,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MAS=sklearn.preprocessing.data.MaxAbsScaler,PCA=sklearn.decomposition.pca.PCA,NYS=sklearn.kernel_approximation.Nystroem,LSV=sklearn.svm.classes.LinearSVC)"
2246,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MAS=sklearn.preprocessing.data.MaxAbsScaler,PCA=sklearn.decomposition.pca.PCA,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2247,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,EXT=sklearn.tree.tree.ExtraTreeClassifier)"
2248,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MMS=sklearn.preprocessing.data.MinMaxScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,RBF=sklearn.kernel_approximation.RBFSampler,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2249,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MMS=sklearn.preprocessing.data.MinMaxScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,RBF=sklearn.kernel_approximation.RBFSampler,CART=sklearn.tree.tree.DecisionTreeClassifier)"
2250,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MMS=sklearn.preprocessing.data.MinMaxScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2251,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,RBF=sklearn.kernel_approximation.RBFSampler,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2252,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,RBS=sklearn.preprocessing.data.RobustScaler,NYS=sklearn.kernel_approximation.Nystroem,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2253,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,RBS=sklearn.preprocessing.data.RobustScaler,RBF=sklearn.kernel_approximation.RBFSampler,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2254,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,SCL=sklearn.preprocessing.data.StandardScaler,PCA=sklearn.decomposition.pca.PCA,NYS=sklearn.kernel_approximation.Nystroem,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2255,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,NOR=sklearn.preprocessing.data.Normalizer,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,NYS=sklearn.kernel_approximation.Nystroem,CART=sklearn.tree.tree.DecisionTreeClassifier)"
2257,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,RBS=sklearn.preprocessing.data.RobustScaler,FIC=sklearn.decomposition.fastica_.FastICA,LGR=sklearn.linear_model.logistic.LogisticRegression)"
2258,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MMS=sklearn.preprocessing.data.MinMaxScaler,PCA=sklearn.decomposition.pca.PCA,NYS=sklearn.kernel_approximation.Nystroem,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2259,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2260,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,RF=sklearn.ensemble.forest.RandomForestClassifier)"
